DATE,open,high,low,close,tick_volume,spread
2025-02-05 05:30:00,0.62544,0.62556,0.62531,0.62541,277,8
2025-02-05 05:45:00,0.62541,0.62551,0.62499,0.62499,306,8
2025-02-05 06:00:00,0.62499,0.62507,0.62475,0.6248,204,8
2025-02-05 06:15:00,0.62481,0.62488,0.62454,0.62474,254,8
2025-02-05 06:30:00,0.62475,0.62498,0.62469,0.62478,214,8
2025-02-05 06:45:00,0.62478,0.62488,0.62468,0.6248,200,8
2025-02-05 07:00:00,0.62481,0.62496,0.62467,0.62471,256,7
2025-02-05 07:15:00,0.6247,0.62496,0.62461,0.6248,256,8
2025-02-05 07:30:00,0.62484,0.62495,0.62476,0.62491,257,8
2025-02-05 07:45:00,0.6249,0.62524,0.62481,0.62523,261,8
2025-02-05 08:00:00,0.62522,0.62542,0.62484,0.6254,276,8
2025-02-05 08:15:00,0.62541,0.62618,0.62537,0.62616,426,8
2025-02-05 08:30:00,0.62616,0.6262,0.62574,0.62582,329,8
2025-02-05 08:45:00,0.62584,0.62589,0.62535,0.62547,376,8
2025-02-05 09:00:00,0.62545,0.62591,0.6252,0.62591,484,8
2025-02-05 09:15:00,0.62591,0.62695,0.62589,0.62681,611,8
2025-02-05 09:30:00,0.62682,0.62706,0.62666,0.6269,472,8
2025-02-05 09:45:00,0.62691,0.62727,0.62665,0.62694,510,8
2025-02-05 10:00:00,0.62691,0.62742,0.62681,0.62737,630,8
2025-02-05 10:15:00,0.62737,0.62757,0.62706,0.62749,452,8
2025-02-05 10:30:00,0.62748,0.62767,0.62692,0.62761,614,6
2025-02-05 10:45:00,0.6278,0.6282,0.62769,0.62794,458,7
2025-02-05 11:00:00,0.62793,0.62826,0.62792,0.6282,555,8
2025-02-05 11:15:00,0.62819,0.62838,0.62789,0.62821,445,8
2025-02-05 11:30:00,0.6282,0.62829,0.62799,0.6282,430,8
2025-02-05 11:45:00,0.62819,0.62824,0.62772,0.62786,438,8
2025-02-05 12:00:00,0.62785,0.6282,0.62779,0.62789,408,8
2025-02-05 12:15:00,0.62789,0.62845,0.62788,0.62838,359,8
2025-02-05 12:30:00,0.62837,0.62883,0.62829,0.6285,346,7
2025-02-05 12:45:00,0.6285,0.62897,0.62842,0.62861,403,8
2025-02-05 13:00:00,0.62861,0.62868,0.62818,0.62835,385,8
2025-02-05 13:15:00,0.62836,0.6284,0.62806,0.62835,343,8
2025-02-05 13:30:00,0.62834,0.62835,0.62801,0.62818,282,2
2025-02-05 13:45:00,0.62818,0.62822,0.628,0.62814,303,8
2025-02-05 14:00:00,0.62815,0.62815,0.62792,0.62801,362,8
2025-02-05 14:15:00,0.62802,0.62822,0.628,0.62806,365,8
2025-02-05 14:30:00,0.62805,0.62823,0.62797,0.62822,317,8
2025-02-05 14:45:00,0.62821,0.62833,0.62815,0.62825,315,8
2025-02-05 15:00:00,0.62825,0.62863,0.62801,0.62801,486,8
2025-02-05 15:15:00,0.62805,0.62844,0.62777,0.62833,608,8
2025-02-05 15:30:00,0.62831,0.62854,0.62781,0.62792,717,8
2025-02-05 15:45:00,0.62795,0.62796,0.62755,0.62773,645,8
2025-02-05 16:00:00,0.62774,0.62823,0.62745,0.62815,593,8
2025-02-05 16:15:00,0.62815,0.62838,0.62798,0.62831,568,8
2025-02-05 16:30:00,0.6283,0.62855,0.62805,0.62812,621,8
2025-02-05 16:45:00,0.62813,0.62853,0.62779,0.62779,620,8
2025-02-05 17:00:00,0.62877,0.62942,0.62806,0.62863,1056,8
2025-02-05 17:15:00,0.62862,0.62929,0.62858,0.62901,883,8
2025-02-05 17:30:00,0.629,0.62944,0.62879,0.62934,745,8
2025-02-05 17:45:00,0.62934,0.62958,0.6291,0.62937,744,8
2025-02-05 18:00:00,0.62935,0.62947,0.62881,0.62891,662,8
2025-02-05 18:15:00,0.62891,0.6292,0.62859,0.62914,564,8
2025-02-05 18:30:00,0.62915,0.62954,0.62912,0.62925,475,8
2025-02-05 18:45:00,0.62925,0.62934,0.62891,0.62932,501,8
2025-02-05 19:00:00,0.62933,0.62965,0.62929,0.6294,347,8
2025-02-05 19:15:00,0.6294,0.62941,0.62867,0.62868,453,8
2025-02-05 19:30:00,0.6287,0.62906,0.6286,0.62895,342,8
2025-02-05 19:45:00,0.62895,0.62926,0.62893,0.62916,327,8
2025-02-05 20:00:00,0.62912,0.62927,0.62885,0.62904,309,8
2025-02-05 20:15:00,0.62901,0.62925,0.62896,0.62905,324,8
2025-02-05 20:30:00,0.62904,0.6292,0.62894,0.62912,300,8
2025-02-05 20:45:00,0.62911,0.62911,0.62876,0.62881,341,8
2025-02-05 21:00:00,0.62881,0.62887,0.62862,0.62873,310,8
2025-02-05 21:15:00,0.62874,0.62881,0.62858,0.62872,293,8
2025-02-05 21:30:00,0.62872,0.62878,0.62855,0.62856,284,8
2025-02-05 21:45:00,0.62857,0.62866,0.6284,0.62853,322,8
