DATE,open,high,low,close,tick_volume,spread
2025-02-05 22:00:00,0.62852,0.62852,0.62822,0.62831,363,8
2025-02-05 22:15:00,0.62831,0.62858,0.62826,0.62856,201,2
2025-02-05 22:30:00,0.62856,0.62866,0.62837,0.62845,267,8
2025-02-05 22:45:00,0.62844,0.62869,0.62839,0.62863,334,8
2025-02-05 23:00:00,0.62864,0.62872,0.62847,0.62861,152,8
2025-02-05 23:15:00,0.62861,0.62871,0.6286,0.6287,142,0
2025-02-05 23:30:00,0.62869,0.6287,0.62849,0.6285,165,8
2025-02-05 23:45:00,0.62849,0.62852,0.6283,0.62834,471,8
2025-02-06 00:00:00,0.62838,0.62844,0.62816,0.62832,69,21
2025-02-06 00:15:00,0.62829,0.6284,0.6282,0.6283,75,19
2025-02-06 00:30:00,0.62832,0.62833,0.62809,0.62812,78,27
2025-02-06 00:45:00,0.62811,0.62822,0.62808,0.62812,119,15
2025-02-06 01:00:00,0.62812,0.62851,0.62807,0.62835,132,8
2025-02-06 01:15:00,0.62835,0.62864,0.62833,0.6285,206,8
2025-02-06 01:30:00,0.6285,0.62853,0.62818,0.62824,168,8
2025-02-06 01:45:00,0.62824,0.62852,0.62823,0.62835,193,8
2025-02-06 02:00:00,0.62835,0.62878,0.62835,0.62866,334,8
2025-02-06 02:15:00,0.62866,0.62871,0.6281,0.6283,306,8
2025-02-06 02:30:00,0.62828,0.62845,0.62808,0.62824,262,8
2025-02-06 02:45:00,0.62825,0.62827,0.62793,0.62804,354,8
2025-02-06 03:00:00,0.62805,0.62826,0.62798,0.62819,351,8
2025-02-06 03:15:00,0.62816,0.62839,0.62787,0.62797,335,8
2025-02-06 03:30:00,0.62796,0.62844,0.62789,0.62825,583,8
2025-02-06 03:45:00,0.62824,0.62852,0.62807,0.6284,365,8
2025-02-06 04:00:00,0.62839,0.62839,0.62783,0.62784,376,8
2025-02-06 04:15:00,0.62784,0.6279,0.62723,0.62732,399,8
2025-02-06 04:30:00,0.62732,0.62739,0.62695,0.62707,347,8
2025-02-06 04:45:00,0.62707,0.62744,0.62698,0.62729,354,8
2025-02-06 05:00:00,0.62729,0.62743,0.62679,0.62691,339,8
2025-02-06 05:15:00,0.62691,0.62698,0.6266,0.62677,270,8
2025-02-06 05:30:00,0.62677,0.62691,0.62617,0.62617,264,8
2025-02-06 05:45:00,0.62617,0.62657,0.62612,0.62638,271,8
2025-02-06 06:00:00,0.62639,0.62673,0.62634,0.62673,221,8
2025-02-06 06:15:00,0.62674,0.62684,0.62664,0.62673,132,8
2025-02-06 06:30:00,0.62673,0.62679,0.62639,0.62649,167,6
2025-02-06 06:45:00,0.62649,0.62651,0.62612,0.62619,213,8
2025-02-06 07:00:00,0.62619,0.62678,0.62611,0.62678,280,8
2025-02-06 07:15:00,0.62678,0.62678,0.62644,0.62647,252,8
2025-02-06 07:30:00,0.62647,0.62664,0.62632,0.62649,192,8
2025-02-06 07:45:00,0.62649,0.62649,0.62618,0.62621,281,8
2025-02-06 08:00:00,0.62621,0.62668,0.62619,0.62661,285,8
2025-02-06 08:15:00,0.62661,0.62694,0.62661,0.62684,238,8
2025-02-06 08:30:00,0.62684,0.62717,0.62675,0.62687,240,8
2025-02-06 08:45:00,0.62686,0.62689,0.62658,0.62674,288,8
2025-02-06 09:00:00,0.62671,0.62683,0.6263,0.62633,363,8
2025-02-06 09:15:00,0.62635,0.62682,0.6263,0.62678,327,8
2025-02-06 09:30:00,0.62678,0.6269,0.62625,0.62645,356,8
2025-02-06 09:45:00,0.62647,0.62648,0.62612,0.62626,439,8
2025-02-06 10:00:00,0.62625,0.62655,0.62569,0.62579,463,8
2025-02-06 10:15:00,0.62578,0.62598,0.62557,0.62557,457,8
2025-02-06 10:30:00,0.62558,0.62605,0.62555,0.62578,437,8
2025-02-06 10:45:00,0.62578,0.62593,0.62549,0.6259,355,8
2025-02-06 11:00:00,0.6259,0.62614,0.62579,0.62604,340,8
2025-02-06 11:15:00,0.62606,0.62606,0.6255,0.62579,300,8
2025-02-06 11:30:00,0.62579,0.62617,0.62566,0.62605,313,8
2025-02-06 11:45:00,0.62604,0.6262,0.62584,0.62608,310,8
2025-02-06 12:00:00,0.62609,0.62654,0.62609,0.62631,365,8
2025-02-06 12:15:00,0.62633,0.62674,0.62626,0.62662,302,8
2025-02-06 12:30:00,0.62661,0.62668,0.62617,0.62624,351,8
2025-02-06 12:45:00,0.62624,0.6264,0.62618,0.62636,323,8
2025-02-06 13:00:00,0.62636,0.62646,0.62613,0.62623,298,8
2025-02-06 13:15:00,0.62623,0.62675,0.62618,0.62671,319,8
2025-02-06 13:30:00,0.62676,0.62676,0.62645,0.62652,284,8
2025-02-06 13:45:00,0.6265,0.62679,0.62637,0.62645,322,8
2025-02-06 14:00:00,0.62646,0.62692,0.62615,0.6268,715,8
2025-02-06 14:15:00,0.6268,0.6268,0.62626,0.62631,444,8
2025-02-06 14:30:00,0.62631,0.62689,0.62628,0.6268,483,8
2025-02-06 14:45:00,0.62681,0.62686,0.62634,0.62652,464,8
2025-02-06 15:00:00,0.62653,0.62661,0.62588,0.62623,518,8
2025-02-06 15:15:00,0.62624,0.62625,0.62592,0.62599,426,8
2025-02-06 15:30:00,0.62613,0.62662,0.62603,0.62614,556,8
2025-02-06 15:45:00,0.62613,0.62637,0.62571,0.62633,544,8
2025-02-06 16:00:00,0.62635,0.62659,0.6262,0.62648,500,8
2025-02-06 16:15:00,0.62648,0.6267,0.62631,0.6267,419,8
2025-02-06 16:30:00,0.62671,0.62703,0.62654,0.627,658,8
2025-02-06 16:45:00,0.62698,0.62709,0.62608,0.62617,578,8
2025-02-06 17:00:00,0.62614,0.62676,0.62601,0.62674,614,8
2025-02-06 17:15:00,0.62675,0.62719,0.62675,0.62682,575,8
2025-02-06 17:30:00,0.62681,0.62724,0.6267,0.62708,661,8
2025-02-06 17:45:00,0.62708,0.62805,0.62707,0.62793,661,8
2025-02-06 18:00:00,0.62792,0.62832,0.62778,0.62817,539,8
2025-02-06 18:15:00,0.62817,0.62859,0.62808,0.62841,461,8
2025-02-06 18:30:00,0.62843,0.62848,0.62794,0.62797,412,8
2025-02-06 18:45:00,0.62797,0.62805,0.62763,0.62764,296,8
2025-02-06 19:00:00,0.62764,0.62823,0.62749,0.62813,365,8
2025-02-06 19:15:00,0.62813,0.62834,0.62805,0.62832,310,8
2025-02-06 19:30:00,0.62831,0.62836,0.62803,0.62824,275,8
2025-02-06 19:45:00,0.62825,0.62852,0.62818,0.62849,271,8
2025-02-06 20:00:00,0.62847,0.62874,0.62801,0.62824,448,6
2025-02-06 20:15:00,0.62824,0.6287,0.62824,0.62866,386,8
2025-02-06 20:30:00,0.62864,0.62874,0.62828,0.62874,329,8
2025-02-06 20:45:00,0.62873,0.62875,0.62821,0.62845,349,8
2025-02-06 21:00:00,0.62844,0.6285,0.62817,0.62822,305,8
2025-02-06 21:15:00,0.62822,0.62824,0.62802,0.62808,244,8
2025-02-06 21:30:00,0.62809,0.62811,0.62787,0.62794,345,8
2025-02-06 21:45:00,0.62793,0.62822,0.62792,0.628,269,8
2025-02-06 22:00:00,0.62797,0.62818,0.62794,0.62815,263,8
2025-02-06 22:15:00,0.62815,0.6282,0.62804,0.62805,205,8
2025-02-06 22:30:00,0.62805,0.62825,0.628,0.62814,229,8
2025-02-06 22:45:00,0.62811,0.62854,0.62809,0.6285,277,8
2025-02-06 23:00:00,0.62847,0.62851,0.62825,0.62836,190,8
2025-02-06 23:15:00,0.62835,0.62846,0.62828,0.62846,111,7
2025-02-06 23:30:00,0.62845,0.62854,0.62838,0.62841,111,8
2025-02-06 23:45:00,0.6284,0.62845,0.6281,0.62813,247,3
2025-02-07 00:00:00,0.6276,0.62828,0.62618,0.62788,67,19
2025-02-07 00:15:00,0.62791,0.62812,0.62788,0.62802,82,21
2025-02-07 00:30:00,0.62801,0.62808,0.62793,0.62798,70,23
2025-02-07 00:45:00,0.62798,0.62808,0.62777,0.62794,125,8
2025-02-07 01:00:00,0.62792,0.62821,0.62781,0.62812,160,8
2025-02-07 01:15:00,0.62814,0.62832,0.62805,0.6281,130,8
2025-02-07 01:30:00,0.6281,0.62819,0.628,0.62809,122,8
2025-02-07 01:45:00,0.6281,0.62819,0.62803,0.62809,165,8
2025-02-07 02:00:00,0.62805,0.62861,0.62804,0.62843,244,8
2025-02-07 02:15:00,0.62841,0.62844,0.628,0.62833,250,8
2025-02-07 02:30:00,0.62834,0.62847,0.62817,0.62825,254,8
2025-02-07 02:45:00,0.62826,0.62835,0.62815,0.62831,242,3
2025-02-07 03:00:00,0.62831,0.62874,0.62825,0.62834,397,8
2025-02-07 03:15:00,0.6283,0.6288,0.62829,0.62865,359,8
2025-02-07 03:30:00,0.62864,0.62875,0.62849,0.62869,367,8
2025-02-07 03:45:00,0.62869,0.62912,0.62869,0.62894,439,8
2025-02-07 04:00:00,0.62895,0.62939,0.62895,0.62933,378,8
2025-02-07 04:15:00,0.62933,0.62953,0.62922,0.62935,310,8
2025-02-07 04:30:00,0.62935,0.62936,0.62907,0.62908,292,8
2025-02-07 04:45:00,0.62908,0.62917,0.62894,0.62917,274,8
2025-02-07 05:00:00,0.62917,0.6293,0.62888,0.62908,232,8
2025-02-07 05:15:00,0.6291,0.62912,0.62894,0.62904,368,8
2025-02-07 05:30:00,0.62904,0.6292,0.62863,0.62865,311,8
2025-02-07 05:45:00,0.62864,0.62872,0.62856,0.62869,196,6
2025-02-07 06:00:00,0.62869,0.62876,0.62844,0.6285,182,5
2025-02-07 06:15:00,0.6285,0.62861,0.6283,0.62832,162,5
2025-02-07 06:30:00,0.62833,0.62851,0.62821,0.62823,221,8
2025-02-07 06:45:00,0.62823,0.62832,0.62807,0.62832,145,6
2025-02-07 07:00:00,0.6283,0.6285,0.62828,0.62834,220,8
2025-02-07 07:15:00,0.62834,0.62839,0.62827,0.6283,100,8
