DATE,open,high,low,close,tick_volume,spread
2025-02-06 13:30:00,1.0367,1.03675,1.03595,1.03612,412,4
2025-02-06 13:45:00,1.03611,1.0365199999999999,1.03601,1.03619,465,4
2025-02-06 14:00:00,1.03619,1.03634,1.0355,1.03602,966,4
2025-02-06 14:15:00,1.03603,1.0361,1.03559,1.03564,616,4
2025-02-06 14:30:00,1.03567,1.03632,1.03525,1.03622,587,4
2025-02-06 14:45:00,1.03623,1.03623,1.03575,1.03618,671,4
2025-02-06 15:00:00,1.03616,1.0363,1.03534,1.0361,730,3
2025-02-06 15:15:00,1.0360800000000001,1.03611,1.03556,1.03569,611,4
2025-02-06 15:30:00,1.03571,1.0367,1.03571,1.03603,771,4
2025-02-06 15:45:00,1.03604,1.03611,1.03554,1.03604,732,4
2025-02-06 16:00:00,1.03601,1.03676,1.03597,1.03661,593,4
2025-02-06 16:15:00,1.03661,1.03674,1.03619,1.03674,594,4
2025-02-06 16:30:00,1.03673,1.03745,1.03649,1.03729,759,3
2025-02-06 16:45:00,1.03726,1.03746,1.03616,1.03621,703,4
2025-02-06 17:00:00,1.03621,1.03732,1.03612,1.03708,766,3
2025-02-06 17:15:00,1.03708,1.03763,1.03663,1.03663,680,4
2025-02-06 17:30:00,1.03663,1.03681,1.03609,1.03663,772,4
2025-02-06 17:45:00,1.03663,1.03711,1.03646,1.03692,886,4
2025-02-06 18:00:00,1.03691,1.03748,1.03683,1.03691,680,4
2025-02-06 18:15:00,1.03692,1.03759,1.03682,1.03742,614,4
2025-02-06 18:30:00,1.0374,1.03759,1.03707,1.0371,525,4
2025-02-06 18:45:00,1.0371,1.03725,1.03666,1.03668,410,4
2025-02-06 19:00:00,1.03668,1.03759,1.03658,1.03759,491,4
2025-02-06 19:15:00,1.03758,1.03796,1.03738,1.03785,339,4
2025-02-06 19:30:00,1.03785,1.03785,1.03731,1.03756,414,4
2025-02-06 19:45:00,1.03756,1.03803,1.03737,1.0379,329,4
2025-02-06 20:00:00,1.03789,1.03863,1.03739,1.03799,632,3
2025-02-06 20:15:00,1.03799,1.03858,1.03796,1.03851,564,4
2025-02-06 20:30:00,1.03851,1.03951,1.03825,1.03948,449,3
2025-02-06 20:45:00,1.03947,1.03962,1.0385,1.03892,497,4
2025-02-06 21:00:00,1.03892,1.03911,1.03854,1.03865,401,4
2025-02-06 21:15:00,1.03864,1.03865,1.03841,1.03845,302,4
2025-02-06 21:30:00,1.03844,1.03845,1.03803,1.03825,329,4
2025-02-06 21:45:00,1.03825,1.03855,1.03823,1.03851,376,4
2025-02-06 22:00:00,1.03846,1.03908,1.03839,1.03881,314,0
2025-02-06 22:15:00,1.03883,1.03896,1.03854,1.03854,259,4
2025-02-06 22:30:00,1.03855,1.03878,1.03839,1.03863,240,4
2025-02-06 22:45:00,1.03861,1.03894,1.03843,1.0389,306,4
2025-02-06 23:00:00,1.03884,1.03893,1.03867,1.03869,193,4
2025-02-06 23:15:00,1.03866,1.03877,1.03842,1.03869,140,4
2025-02-06 23:30:00,1.03866,1.03868,1.03844,1.03854,104,4
2025-02-06 23:45:00,1.03854,1.03855,1.03816,1.03818,171,4
2025-02-07 00:00:00,1.03809,1.03847,1.03795,1.03834,65,15
2025-02-07 00:15:00,1.03834,1.03838,1.03822,1.03822,62,17
2025-02-07 00:30:00,1.0382,1.03824,1.03806,1.03816,55,13
2025-02-07 00:45:00,1.03816,1.0383,1.03816,1.03823,54,12
2025-02-07 01:00:00,1.03825,1.03855,1.03819,1.03851,189,4
2025-02-07 01:15:00,1.03852,1.03866,1.03841,1.03847,157,4
2025-02-07 01:30:00,1.03847,1.03852,1.03841,1.03852,132,4
2025-02-07 01:45:00,1.03853,1.03856,1.03839,1.03849,150,4
2025-02-07 02:00:00,1.03849,1.03907,1.03848,1.03873,241,4
2025-02-07 02:15:00,1.03873,1.03875,1.03826,1.03832,263,4
2025-02-07 02:30:00,1.03832,1.03836,1.03793,1.03804,289,4
2025-02-07 02:45:00,1.03804,1.03822,1.03774,1.03775,319,4
2025-02-07 03:00:00,1.03776,1.03791,1.03742,1.03746,363,4
2025-02-07 03:15:00,1.03745,1.03801,1.03745,1.03791,427,4
2025-02-07 03:30:00,1.0379,1.03806,1.03771,1.03786,405,4
2025-02-07 03:45:00,1.03787,1.03866,1.0378,1.03837,431,4
2025-02-07 04:00:00,1.03837,1.0386,1.03832,1.0384,321,4
2025-02-07 04:15:00,1.03844,1.03859,1.03839,1.03854,317,1
2025-02-07 04:30:00,1.03856,1.03857,1.03827,1.0383,294,4
2025-02-07 04:45:00,1.03831,1.03842,1.03809,1.03841,313,4
2025-02-07 05:00:00,1.03841,1.03848,1.03809,1.03828,252,4
2025-02-07 05:15:00,1.03829,1.03845,1.03824,1.03826,265,4
2025-02-07 05:30:00,1.03826,1.03839,1.03784,1.03784,214,4
2025-02-07 05:45:00,1.03784,1.03797,1.03772,1.03796,205,4
2025-02-07 06:00:00,1.03797,1.03803,1.03764,1.03767,200,1
2025-02-07 06:15:00,1.03767,1.03803,1.03757,1.03803,209,4
2025-02-07 06:30:00,1.03801,1.03833,1.03796,1.03803,245,4
2025-02-07 06:45:00,1.03804,1.03811,1.03793,1.03811,117,4
2025-02-07 07:00:00,1.03811,1.03815,1.03798,1.03798,258,4
2025-02-07 07:15:00,1.03798,1.03798,1.03784,1.03792,44,4
