DATE,open,high,low,close,tick_volume,spread
2025-02-06 06:30:00,1.03919,1.03922,1.03879,1.0388,219,0
2025-02-06 06:45:00,1.03879,1.03879,1.03851,1.03869,208,0
2025-02-06 07:00:00,1.03869,1.0389,1.03868,1.03884,258,4
2025-02-06 07:15:00,1.03884,1.03901,1.03865,1.03889,262,4
2025-02-06 07:30:00,1.0389,1.039,1.03871,1.03882,242,4
2025-02-06 07:45:00,1.03882,1.03884,1.0386,1.03863,207,4
2025-02-06 08:00:00,1.03864,1.03874,1.03856,1.0386,303,4
2025-02-06 08:15:00,1.0386,1.03892,1.0386,1.03872,246,4
2025-02-06 08:30:00,1.03871,1.03924,1.0387,1.03917,303,4
2025-02-06 08:45:00,1.03916,1.03918,1.03871,1.03901,363,4
2025-02-06 09:00:00,1.03898,1.03908,1.0385,1.03854,533,4
2025-02-06 09:15:00,1.03853,1.03913,1.03843,1.03889,441,4
2025-02-06 09:30:00,1.03888,1.03894,1.03829,1.03846,430,4
2025-02-06 09:45:00,1.03844,1.03852,1.03779,1.03799,524,4
2025-02-06 10:00:00,1.038,1.03807,1.03697,1.03717,661,3
2025-02-06 10:15:00,1.03718,1.03728,1.03625,1.03628,595,4
2025-02-06 10:30:00,1.03638,1.0365199999999999,1.03578,1.03618,683,3
2025-02-06 10:45:00,1.03619,1.03655,1.03561,1.03648,551,3
2025-02-06 11:00:00,1.03649,1.03677,1.03636,1.03663,476,4
2025-02-06 11:15:00,1.03663,1.03671,1.03562,1.03616,449,4
2025-02-06 11:30:00,1.03604,1.03655,1.03585,1.03612,485,4
2025-02-06 11:45:00,1.03611,1.03649,1.03574,1.03594,498,3
2025-02-06 12:00:00,1.03595,1.0363,1.03572,1.03599,524,3
2025-02-06 12:15:00,1.03603,1.03663,1.03597,1.03643,407,4
2025-02-06 12:30:00,1.03643,1.03648,1.03559,1.03571,408,4
2025-02-06 12:45:00,1.03574,1.03628,1.03574,1.03624,432,4
2025-02-06 13:00:00,1.03623,1.03624,1.03579,1.0360800000000001,404,4
2025-02-06 13:15:00,1.0360800000000001,1.03674,1.03601,1.0366900000000001,434,4
