DATE,open,high,low,close,tick_volume,spread
2025-02-06 14:42:00,1.43521,1.4353,1.43514,1.43517,48,5
2025-02-06 14:43:00,1.43517,1.43517,1.43491,1.43495,35,5
2025-02-06 14:44:00,1.43488,1.43498,1.43482,1.43496,27,5
2025-02-06 14:45:00,1.43489,1.435,1.43476,1.43478,46,5
2025-02-06 14:46:00,1.43479,1.43489,1.43473,1.43478,45,5
2025-02-06 14:47:00,1.43479,1.43493,1.43457,1.43466,47,5
2025-02-06 14:48:00,1.43475,1.43475,1.43453,1.43466,44,5
2025-02-06 14:49:00,1.4346700000000001,1.43496,1.43466,1.43494,32,5
2025-02-06 14:50:00,1.43493,1.435,1.43482,1.43493,37,5
2025-02-06 14:51:00,1.43496,1.43517,1.43496,1.43499,39,5
2025-02-06 14:52:00,1.43499,1.43518,1.43496,1.43509,37,5
2025-02-06 14:53:00,1.4351,1.43514,1.43502,1.43502,33,5
2025-02-06 14:54:00,1.43503,1.43518,1.43483,1.43485,45,5
2025-02-06 14:55:00,1.43485,1.43499,1.43483,1.43488,30,5
2025-02-06 14:56:00,1.43492,1.43496,1.43491,1.43492,15,5
2025-02-06 14:57:00,1.43491,1.43491,1.43472,1.43472,16,5
2025-02-06 14:58:00,1.43472,1.43478,1.4346700000000001,1.4346700000000001,41,5
2025-02-06 14:59:00,1.43465,1.4347400000000001,1.43459,1.4347400000000001,37,5
2025-02-06 15:00:00,1.4347400000000001,1.4347699999999999,1.43446,1.43468,59,5
2025-02-06 15:01:00,1.43468,1.43496,1.43458,1.43478,57,5
2025-02-06 15:02:00,1.4347400000000001,1.43509,1.43472,1.4350399999999999,53,5
2025-02-06 15:03:00,1.43517,1.43541,1.43517,1.43523,44,5
2025-02-06 15:04:00,1.43523,1.43534,1.43503,1.43513,44,5
2025-02-06 15:05:00,1.43514,1.4353799999999999,1.43513,1.43527,38,5
2025-02-06 15:06:00,1.43521,1.4353799999999999,1.43514,1.43514,44,5
2025-02-06 15:07:00,1.43514,1.43516,1.43497,1.43497,35,5
2025-02-06 15:08:00,1.43496,1.435,1.4347400000000001,1.4347400000000001,21,5
2025-02-06 15:09:00,1.43475,1.43493,1.4346700000000001,1.43485,38,5
2025-02-06 15:10:00,1.43485,1.43497,1.4347400000000001,1.4347699999999999,64,5
2025-02-06 15:11:00,1.43476,1.43476,1.43465,1.43465,43,5
2025-02-06 15:12:00,1.43465,1.43482,1.43464,1.4347400000000001,37,5
2025-02-06 15:13:00,1.4347400000000001,1.43484,1.43458,1.43463,49,5
2025-02-06 15:14:00,1.43464,1.43464,1.43448,1.43456,45,5
